"N","lambda_bar","cv","D","cap","compliance","decay","phi","trigger_link","trigger_mode","model","beta1","beta_l2","beta_cross","grid","power","mcse_power","power_all","type_s","type_m","bias","rel_bias","emp_se","rmse","coverage","ci_width","conv_rate","R_converged","R_total","mean_n","sd_n","below_k","master_seed","R_requested"
90,4,0.3,7,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00080043803675,0.000160087607350479,0.000800438036752393,0.0237353702282732,0.023724039709024,0.951,0.0949148910932316,1,1000,1000,21.0191555555556,7.75017537640267,0.0459222222222222,20260709,1000
120,4,0.3,7,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,0.999785854594794,-4.28290810411402e-05,-0.000214145405205701,0.0211093806888156,0.0210988668283976,0.95,0.0820586514500173,1,1000,1000,21.0003583333333,7.78926498823811,0.0474416666666667,20260709,1000
150,4,0.3,7,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00527905944164,0.00105581188832798,0.00527905944163992,0.0186728371456129,0.0186933386788729,0.952,0.0733730652861261,1,1000,1000,21.0038533333333,7.7992316920674,0.0465,20260709,1000
20,1,0.9,7,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",0.445626477541371,0.0170884059258554,0.377,0,1.53842369911006,0.00766700409962526,0.0383350204981263,0.12226503698899,0.122433052388676,0.944444444444444,0.461947772799949,0.846,846,1000,5.2648,5.07577233884937,0.8306,20260709,1000
40,1,0.9,7,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",0.702222222222222,0.015242709471872,0.632,0,1.23732665506401,0.00619418730365934,0.0309709365182967,0.0846123147869326,0.0847918454487655,0.945555555555556,0.325220544119322,0.9,900,1000,5.2609,5.16392136564668,0.82985,20260709,1000
60,1,0.9,7,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",0.838536060279871,0.0120723213522172,0.779,0,1.12132881360588,0.00394599738492818,0.0197299869246409,0.0721750438811538,0.072244034322052,0.927879440258342,0.266311648746387,0.929,929,1000,5.23188333333333,5.15610928936115,0.8321,20260709,1000
90,1,0.9,7,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",0.946484784889822,0.00729036052765425,0.902,0,1.03797861458299,0.000976970831143759,0.00488485415571879,0.0564143751908019,0.0563932323959175,0.940188877229801,0.216346780323544,0.953,953,1000,5.2515,5.19406635366111,0.832166666666667,20260709,1000
120,1,0.9,7,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",0.988659793814433,0.00339975831603654,0.959,0,1.03110905208302,0.00484439192119232,0.0242219596059616,0.0484513683278614,0.0486680910521178,0.94020618556701,0.188151681251359,0.97,970,1000,5.23113333333333,5.18027509902935,0.834433333333333,20260709,1000
150,1,0.9,7,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",0.99796126401631,0.00144013376434405,0.979,0,1.01233597666639,0.0022131950643938,0.011065975321969,0.0429100936213503,0.0429452841302786,0.946992864424057,0.167429292903719,0.981,981,1000,5.26725333333333,5.22012178186742,0.83052,20260709,1000
20,2,0.9,7,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",0.748743718592965,0.0137503426164914,0.745,0,1.16406012237463,0.00256322652693639,0.0128161326346819,0.0761643471828548,0.0761692047578558,0.957788944723618,0.302959248332086,0.995,995,1000,10.53195,9.60848095483262,0.57705,20260709,1000
40,2,0.9,7,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",0.956,0.00648567652600714,0.956,0,1.03505253029034,0.00162753920424039,0.00813769602120193,0.0558929524589966,0.0558887018663917,0.938,0.212280260047631,1,1000,1000,10.503925,9.86265468480078,0.5822,20260709,1000
60,2,0.9,7,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",0.989,0.00329833291224522,0.989,0,1.01126288654063,0.000848140579215895,0.00424070289607947,0.045623009513741,0.045608079114735,0.948,0.172168536816163,1,1000,1000,10.50945,9.85298265409142,0.578916666666667,20260709,1000
90,2,0.9,7,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",0.999,0.000999499874937461,0.999,0,0.998782331392328,-0.000385056695728581,-0.0019252834786429,0.0366055429582747,0.0365892617874937,0.945,0.140412230217188,1,1000,1000,10.5201555555556,9.95639773503567,0.580688888888889,20260709,1000
120,2,0.9,7,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.01092854772048,0.00218570954409519,0.010928547720476,0.0315531964513311,0.0316130657845952,0.948,0.121440208049706,1,1000,1000,10.5069833333333,9.91636120037185,0.579833333333333,20260709,1000
150,2,0.9,7,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,0.999893685756508,-2.12628486983835e-05,-0.000106314243491917,0.0271491018482015,0.02713553223251,0.953,0.108186606413028,1,1000,1000,10.5357866666667,9.95440176546338,0.5799,20260709,1000
20,4,0.9,7,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",0.969,0.00548078461536303,0.969,0,1.00943442457298,-0.00148266191281821,-0.00741330956409103,0.0503462794418811,0.0503429378575989,0.966,0.204111066361726,1,1000,1000,21.177,18.9594240824087,0.3301,20260709,1000
40,4,0.9,7,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00284719242084,0.00056943848416835,0.00284719242084175,0.0362556510394553,0.0362419924983397,0.956,0.142504929423121,1,1000,1000,21.14345,19.2555168488767,0.331025,20260709,1000
60,4,0.9,7,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00201495188425,0.00040299037684971,0.00201495188424855,0.0292264894650507,0.029214652145937,0.95,0.116393534174109,1,1000,1000,21.0586333333333,19.1864991867709,0.329633333333333,20260709,1000
90,4,0.9,7,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00086880616246,0.000173761232491104,0.000868806162455521,0.0242282528092122,0.0242167590506828,0.951,0.0949785034214443,1,1000,1000,20.9601444444444,19.1193722231909,0.332188888888889,20260709,1000
120,4,0.9,7,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,0.996851580573893,-0.00062968388522136,-0.0031484194261068,0.0211749894669731,0.0211737644395796,0.952,0.0819716632810984,1,1000,1000,21.016725,19.2351793726586,0.33085,20260709,1000
150,4,0.9,7,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00056860449461,0.000113720898921726,0.000568604494608632,0.018956664508836,0.0189475250788622,0.951,0.0733367920103071,1,1000,1000,21.00198,19.3131518448828,0.331953333333333,20260709,1000
20,1,0.3,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",0.733400402414487,0.014025137397791,0.729,0,1.172951295944,0.00093531229267288,0.0046765614633644,0.0768286064482831,0.0767956464489693,0.947686116700201,0.301202288399246,0.994,994,1000,10.56655,4.44432512676516,0.44405,20260709,1000
40,1,0.3,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",0.956,0.00648567652600714,0.956,0,1.04033038848185,0.00254430471857425,0.0127215235928713,0.0555241196923643,0.055554643606501,0.94,0.212383340282233,1,1000,1000,10.5451,4.52066890187493,0.4505,20260709,1000
60,1,0.3,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",0.997,0.00172945077987204,0.997,0,1.00643366818293,0.000932582845712626,0.00466291422856313,0.0431922514158626,0.0431807216539144,0.964,0.173806371995007,1,1000,1000,10.5008166666667,4.50371908563223,0.454566666666667,20260709,1000
90,1,0.3,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,0.998602138822094,-0.000279572235581282,-0.00139786117790641,0.0374816364991966,0.0374639341529711,0.935,0.1414377792433,1,1000,1000,10.5099111111111,4.49935466180274,0.452055555555556,20260709,1000
120,1,0.3,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00412748949291,0.000825497898582356,0.00412748949291178,0.0316230403828651,0.0316180029912362,0.948,0.122811684299838,1,1000,1000,10.5034833333333,4.50916599613976,0.4519,20260709,1000
150,1,0.3,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,0.996290296049303,-0.000741940790139312,-0.00370970395069656,0.0277730743911589,0.0277690978177503,0.951,0.109397107978602,1,1000,1000,10.50574,4.52383992105344,0.452986666666667,20260709,1000
20,2,0.3,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",0.965,0.00581162627841812,0.965,0,1.00679291609337,-0.00277675609600092,-0.0138837804800046,0.0509452955410714,0.0509954712601621,0.947,0.201379127723839,1,1000,1000,21.13065,7.67605662434964,0.04425,20260709,1000
40,2,0.3,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.0151001395024,0.00302002790048017,0.0151001395024009,0.0376246306391668,0.0377268841335019,0.939,0.14227533854172,1,1000,1000,21.073825,7.7295670990341,0.0453,20260709,1000
60,2,0.3,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00291151115236,0.000582302230471204,0.00291151115235602,0.0292515376144541,0.0292427063768836,0.956,0.116236189656822,1,1000,1000,21.0209,7.77892901075303,0.0461833333333333,20260709,1000
90,2,0.3,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,0.997654731381793,-0.000469053723641449,-0.00234526861820725,0.024210380015817,0.0242028173856975,0.948,0.0948045000219553,1,1000,1000,21.0144777777778,7.75293632259246,0.0466111111111111,20260709,1000
120,2,0.3,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00114855138263,0.000229710276526629,0.00114855138263315,0.0208582836229721,0.020849117355701,0.96,0.082078600474081,1,1000,1000,21.0294166666667,7.74928779725959,0.045175,20260709,1000
150,2,0.3,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,0.995413271126657,-0.000917345774668593,-0.00458672887334297,0.0188620043887492,0.018874876360441,0.951,0.0733967822125839,1,1000,1000,21.0166666666667,7.79236256314708,0.0471133333333333,20260709,1000
20,4,0.3,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,0.99724110985076,-0.000551778029848071,-0.00275889014924036,0.0338734991222871,0.0338610541454194,0.961,0.138942736102093,1,1000,1000,41.9724,13.9629948444591,0.000599999999999999,20260709,1000
40,4,0.3,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00540174948066,0.00108034989613284,0.00540174948066421,0.025415913990834,0.0254261650903859,0.947,0.0980549165936857,1,1000,1000,42.064625,14.102914877532,0.000825,20260709,1000
60,4,0.3,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.000790059163,0.00015801183259978,0.000790059162998902,0.0202357337962854,0.0202262306199424,0.95,0.0800525370187482,1,1000,1000,42.00385,14.0243592738864,0.00095,20260709,1000
90,4,0.3,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,0.998388135681475,-0.000322372863704901,-0.0016118643185245,0.0162234880170642,0.0162185784253626,0.957,0.0653740831181772,1,1000,1000,42.0211888888889,14.1064732853405,0.000733333333333334,20260709,1000
120,4,0.3,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00108773114615,0.000217546229229454,0.00108773114614727,0.0142165738225718,0.0142111289714517,0.957,0.0566117961304335,1,1000,1000,41.9122166666667,14.0453835622176,0.000874999999999999,20260709,1000
150,4,0.3,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00025321759251,5.06435185011755e-05,0.000253217592505878,0.0130095368846903,0.0130031291107229,0.937,0.0506474672483628,1,1000,1000,41.9852933333333,14.1187017445257,0.00078,20260709,1000
20,1,0.9,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",0.736208625877633,0.0139567136040285,0.734,0,1.16380454873469,-0.000590170452747257,-0.00295085226373629,0.077926759611747,0.0778899050733112,0.953861584754263,0.303171363742152,0.997,997,1000,10.5586,9.61024818633236,0.5768,20260709,1000
40,1,0.9,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",0.948,0.00702111102319284,0.948,0,1.02976677037385,-0.000334169448298727,-0.00167084724149363,0.0562484946834932,0.0562213565313483,0.942,0.213051498179844,1,1000,1000,10.409175,9.75996490347554,0.583225,20260709,1000
60,1,0.9,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",0.991,0.00298646948753876,0.991,0,0.997490925570247,-0.00153600770678974,-0.00768003853394872,0.0456421044599077,0.0456451291761226,0.944,0.172382043853688,1,1000,1000,10.4813,9.81540036388024,0.58115,20260709,1000
90,1,0.9,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00888978650512,0.00177795730102498,0.0088897865051249,0.0370609885423939,0.0370850979105082,0.939,0.140292266376224,1,1000,1000,10.5032666666667,9.89509127179115,0.580722222222222,20260709,1000
120,1,0.9,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,0.991664628270759,-0.00166707434584823,-0.00833537172924115,0.0319444831841543,0.0319719985733047,0.943,0.121221431384763,1,1000,1000,10.5198666666667,9.94897410501141,0.579491666666667,20260709,1000
150,1,0.9,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00406539886274,0.000813079772548214,0.00406539886274107,0.027112991856132,0.0271116268744577,0.953,0.108811413619054,1,1000,1000,10.46632,9.89857236225189,0.581666666666667,20260709,1000
20,2,0.9,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",0.957,0.00641490451994416,0.957,0,1.00968455070741,-0.00276588407425082,-0.0138294203712541,0.050841727547598,0.0508915169107422,0.95,0.20243453347481,1,1000,1000,21.2615,19.0678439724806,0.33025,20260709,1000
40,2,0.9,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,0.999756703283977,-4.86593432046656e-05,-0.000243296716023328,0.0365205016643123,0.0365022692788121,0.947,0.143060670250283,1,1000,1000,20.949625,18.9179452114768,0.33075,20260709,1000
60,2,0.9,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,0.998403843735624,-0.000319231252875279,-0.0015961562643764,0.0291809315747254,0.0291680844313446,0.958,0.116577601504139,1,1000,1000,21.0523666666667,19.3015016452009,0.334433333333333,20260709,1000
90,2,0.9,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,0.996317887373411,-0.00073642252531772,-0.0036821126265886,0.0244170525775251,0.024415949341626,0.948,0.0947197696542167,1,1000,1000,21.0521,19.3831756277005,0.334655555555556,20260709,1000
120,2,0.9,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.0003889805229,7.7796104580613e-05,0.000388980522903065,0.0207426931390462,0.0207324651591619,0.956,0.0819963376978677,1,1000,1000,21.01595,19.269369172864,0.333308333333333,20260709,1000
150,2,0.9,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,0.997184650749845,-0.000563069850030906,-0.00281534925015453,0.0187513887114925,0.0187504669725021,0.95,0.0733282359911731,1,1000,1000,21.0084266666667,19.3711974448451,0.333293333333333,20260709,1000
20,4,0.9,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.01148547529235,0.00229709505846942,0.0114854752923471,0.0364097206405053,0.036463937459772,0.941,0.141109315553367,1,1000,1000,41.9282,36.7247221742121,0.16355,20260709,1000
40,4,0.9,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00739133723584,0.00147826744716761,0.00739133723583807,0.0255132675441694,0.0255433194515698,0.942,0.0990747503915528,1,1000,1000,41.763825,37.5088202673438,0.166675,20260709,1000
60,4,0.9,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00153816909842,0.000307633819683822,0.00153816909841911,0.0213405874439354,0.0213321328128908,0.936,0.0803309108789573,1,1000,1000,41.9503166666667,37.7737192249293,0.167633333333333,20260709,1000
90,4,0.9,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,0.998372647515141,-0.000325470496971819,-0.0016273524848591,0.017605786478514,0.0175999910469835,0.942,0.0655685460839735,1,1000,1000,41.9374222222222,37.9950168265693,0.1666,20260709,1000
120,4,0.9,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00187887176109,0.000375774352217639,0.0018788717610882,0.014632454224981,0.0146299628944609,0.943,0.0566565700441449,1,1000,1000,42.0210166666667,38.2555791250973,0.166891666666667,20260709,1000
150,4,0.9,14,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,0.99962089621315,-7.58207573699488e-05,-0.000379103786849744,0.0131006333405458,0.0130943009021767,0.944,0.0506900407913181,1,1000,1000,41.9513466666667,38.0724040150327,0.166853333333333,20260709,1000
20,1,0.3,21,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",0.924,0.00837997613361756,0.924,0,1.05219275279764,0.00194479956318522,0.00972399781592609,0.0596848106809751,0.0596866534054205,0.952,0.237129566031445,1,1000,1000,15.78285,6.0901983190995,0.15075,20260709,1000
40,1,0.3,21,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",0.996,0.00199599599197994,0.996,0,1.00694558904388,0.00092668232708415,0.00463341163542075,0.042617897061264,0.0426066615086174,0.948,0.167097432415091,1,1000,1000,15.7422,6.12694351719194,0.152225,20260709,1000
60,1,0.3,21,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,0.989396521516037,-0.0021206956967926,-0.010603478483963,0.0352418764792687,0.0352880322228464,0.949,0.13665924161806,1,1000,1000,15.7138166666667,6.13781183727118,0.152316666666667,20260709,1000
90,1,0.3,21,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00517630101662,0.00103526020332337,0.00517630101661684,0.029145891336594,0.0291497043297411,0.94,0.111182040498757,1,1000,1000,15.7565777777778,6.15064892691851,0.149822222222222,20260709,1000
120,1,0.3,21,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,0.993375321285329,-0.00132493574293419,-0.00662467871467093,0.0235989546122045,0.0236243349716559,0.96,0.0965346145883677,1,1000,1000,15.7506416666667,6.16268711733064,0.149608333333333,20260709,1000
150,1,0.3,21,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,0.999257179833378,-0.000148564033324361,-0.000742820166621805,0.0213537039267578,0.0213435414585358,0.958,0.086328970860752,1,1000,1000,15.7079666666667,6.15459562611012,0.15132,20260709,1000
20,2,0.3,21,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",0.998,0.00141279864099595,0.998,0,1.0051346494136,0.000752775022610369,0.00376387511305185,0.0409248785605687,0.0409113371786693,0.956,0.16214784622827,1,1000,1000,31.47835,10.8219690552544,0.00525000000000001,20260709,1000
40,2,0.3,21,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00420278793036,0.000840557586071933,0.00420278793035966,0.029405955969066,0.0294032663706551,0.94,0.114234847030675,1,1000,1000,31.535475,10.9245622203722,0.005925,20260709,1000
60,2,0.3,21,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,0.997400083967127,-0.00051998320657462,-0.0025999160328731,0.024361134115276,0.0243545021107433,0.945,0.0932231789163171,1,1000,1000,31.5161333333333,10.9950725821515,0.0054,20260709,1000
90,2,0.3,21,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00010018515679,2.00370313583054e-05,0.000100185156791527,0.0195633348258756,0.0195535609780529,0.953,0.0762223641719687,1,1000,1000,31.4555111111111,10.9432233945469,0.00561111111111111,20260709,1000
120,2,0.3,21,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,0.997011306298215,-0.000597738740356901,-0.00298869370178451,0.0169767656165529,0.0169788000703907,0.955,0.065870819929686,1,1000,1000,31.5148416666667,10.9705233228927,0.00521666666666667,20260709,1000
150,2,0.3,21,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00093793369096,0.000187586738191914,0.000937933690959569,0.0144821725869581,0.0144761451464107,0.965,0.0589115031434858,1,1000,1000,31.4980266666667,10.9441781694185,0.0053,20260709,1000
20,4,0.3,21,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00147809309103,0.0002956186182064,0.001478093091032,0.0286925239488732,0.0286796976970388,0.946,0.11231129691139,1,1000,1000,63.19805,20.2815610636808,0,20260709,1000
40,4,0.3,21,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,1.00215385337768,0.000430770675536735,0.00215385337768367,0.0202735206230261,0.0202679595960894,0.956,0.0794789391600253,1,1000,1000,63.018075,20.3577259666311,2.49999999999998e-05,20260709,1000
60,4,0.3,21,Inf,0.75,0,0.3,0,"poisson",4,0.2,0.3,0.1,"model_4",1,0,1,0,0.998042074519123,-0.000391585096175456,-0.00195792548087728,0.016744038305606,0.0167402447666803,0.944,0.0648843411777462,1,1000,1000,62.9760666666667,20.2913743865871,0,20260709,1000
