"N","lambda_bar","cv","D","cap","compliance","decay","phi","trigger_link","trigger_mode","model","beta1","beta_l2","beta_cross","grid","power","mcse_power","power_all","type_s","type_m","bias","rel_bias","emp_se","rmse","coverage","ci_width","conv_rate","R_converged","R_total","mean_n","sd_n","below_k","master_seed","R_requested"
120,2,0.3,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.734,0.0139729739139526,0.734,0,1.22544834192618,0.0098323492424543,0.0491617462122715,0.0804141061373769,0.0809730642191157,0.947,0.316656808594628,1,1000,1000,10.5053166666667,4.50729966661147,0.452408333333333,20260709,1000
150,2,0.3,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.809,0.0124305671632472,0.809,0,1.14917886170252,0.00609759416915731,0.0304879708457866,0.0720815551932853,0.0723030808689041,0.946,0.283039568409561,1,1000,1000,10.48752,4.50725420402475,0.453326666666667,20260709,1000
20,4,0.3,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.262944162436548,0.0140269693054317,0.259,0.00766283524904215,2.05120481200723,-0.00138445549161906,-0.00692227745809529,0.175753170637662,0.175669388726813,0.909644670050761,0.631413377929015,0.985,985,1000,21.06955,7.71762925460011,0.04665,20260709,1000
40,4,0.3,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.386,0.015394934231753,0.386,0,1.55308255884529,-0.0038794350427856,-0.019397175213928,0.117595868273749,0.117601060637534,0.94,0.455444369466304,1,1000,1000,20.990675,7.72814841564468,0.04625,20260709,1000
60,4,0.3,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.529,0.0157847711418316,0.529,0,1.33562906996423,-0.00686102803730129,-0.0343051401865065,0.100383059721211,0.100567169722737,0.939,0.372820148790499,1,1000,1000,20.9730666666667,7.7757057938534,0.0468833333333333,20260709,1000
90,4,0.3,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.719,0.014214042352547,0.719,0,1.170995955879,-0.00142921612194419,-0.00714608060972094,0.0769401850586561,0.0769149851687343,0.942,0.304789572991131,1,1000,1000,21.0027777777778,7.73169926926557,0.0460222222222222,20260709,1000
120,4,0.3,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.818,0.0122014753206323,0.818,0,1.11457075186199,1.13259898656959e-05,5.66299493284794e-05,0.0707992836782051,0.0707638760884087,0.934,0.26469165267217,1,1000,1000,20.9985083333333,7.75433094845755,0.0460333333333333,20260709,1000
150,4,0.3,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.898,0.00957057991973318,0.898,0,1.05374798474636,-0.00142210308649773,-0.00711051543248867,0.0607737741550063,0.060760024280832,0.949,0.237236475723758,1,1000,1000,20.9715866666667,7.78159548019952,0.04634,20260709,1000
20,1,0.9,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.158301158301158,0.0160381965391113,0.082,0.0681818181818182,3.25713688093258,0.0133111293833919,0.0665556469169593,0.309730932831102,0.309717996881209,0.911196911196911,1.10702164681861,0.518,518,1000,5.2256,5.0493096049886,0.83185,20260709,1000
40,1,0.9,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.211436170212766,0.0148901525781716,0.159,0.0245398773006135,2.38231420470779,0.00230577620257721,0.0115288810128861,0.208868001260492,0.208741815328767,0.912234042553192,0.73869299905835,0.752,752,1000,5.240475,5.12306028955411,0.8313,20260709,1000
60,1,0.9,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.272506082725061,0.0155298361925998,0.224,0.00444444444444444,1.9701010196222,-0.00249595613244996,-0.0124797806622498,0.161418221549159,0.161339313064683,0.918491484184915,0.591074103564217,0.822,822,1000,5.20033333333333,5.11450415292168,0.8332,20260709,1000
90,1,0.9,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.398169336384439,0.0165582846847757,0.348,0,1.62583026597664,-0.00105555656074433,-0.00527778280372163,0.13112805408401,0.131057267445901,0.918764302059497,0.469519309468598,0.874,874,1000,5.26087777777778,5.21491149976905,0.830055555555556,20260709,1000
120,1,0.9,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.496696035242291,0.0165927205197841,0.451,0.00221238938053097,1.40171249601672,-0.00261835707387367,-0.0130917853693684,0.107027099699352,0.107000188996291,0.933920704845815,0.405754692246429,0.908,908,1000,5.21739166666667,5.16293202278321,0.833558333333333,20260709,1000
150,1,0.9,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.579281183932347,0.016050741879355,0.548,0,1.33720298776828,0.000208180102003575,0.00104090051001787,0.101538601771994,0.101485133768591,0.923890063424947,0.361303664539793,0.946,946,1000,5.24234666666667,5.21451032192017,0.832133333333333,20260709,1000
20,2,0.9,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.165450121654501,0.0129605605606957,0.136,0.0285714285714286,2.62074827511223,-0.00767943482470276,-0.0383971741235138,0.218681740543553,0.218683561593778,0.923357664233577,0.851283157232666,0.822,822,1000,10.4462,9.49140867008698,0.58155,20260709,1000
40,2,0.9,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.31306990881459,0.0147610876023095,0.309,0,1.93530195584606,0.011417279358934,0.0570863967946698,0.160746452188357,0.161070159869383,0.927051671732523,0.5911016602451,0.987,987,1000,10.5105,9.79236648228722,0.5794,20260709,1000
60,2,0.9,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.4004004004004,0.0155022656408539,0.4,0,1.67180090022692,0.00909599757420684,0.0454799878710342,0.13291292051419,0.133157418432146,0.92992992992993,0.488660460440114,0.999,999,1000,10.4611,9.8420888844366,0.583383333333333,20260709,1000
90,2,0.9,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.53,0.0157829021412413,0.53,0,1.4277486198109,0.00995074815824601,0.04975374079123,0.103772428520078,0.104196763831429,0.935,0.400495571325601,1,1000,1000,10.5081888888889,9.9221084350085,0.579422222222222,20260709,1000
120,2,0.9,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.676,0.014799459449588,0.676,0,1.32437428758358,0.0179208898069903,0.0896044490349515,0.0895173429835939,0.0912496555150858,0.939,0.345596466080856,1,1000,1000,10.5541083333333,9.91962998041984,0.575683333333333,20260709,1000
150,2,0.9,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.765,0.0134080199880519,0.765,0,1.22648985368211,0.0142276427499511,0.0711382137497557,0.0778446270215221,0.0790958405251756,0.952,0.309595353628696,1,1000,1000,10.5088533333333,9.92038067311062,0.580066666666667,20260709,1000
20,4,0.9,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.251287332646756,0.0139198089221986,0.244,0.0161290322580645,2.24081025603315,0.0141076100585054,0.0705380502925268,0.1920161816538,0.1924350989147,0.901132852729145,0.697415729960332,0.971,971,1000,20.8137,18.5733545822872,0.33155,20260709,1000
40,4,0.9,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.366366366366366,0.0152438324048862,0.366,0.00272479564032698,1.68389584240686,0.00145220713482844,0.00726103567414219,0.135526822951652,0.135466758798186,0.920920920920921,0.499477843412347,0.999,999,1000,21.084625,19.06235256128,0.329725,20260709,1000
60,4,0.9,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.509,0.0158088266484265,0.509,0,1.48750188912247,0.0106592676440139,0.0532963382200695,0.111156975480182,0.111611546496815,0.93,0.410638243502302,1,1000,1000,21.0143,19.0711969259525,0.331316666666667,20260709,1000
90,4,0.9,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.648,0.0151028474136502,0.648,0,1.25011010921327,0.00179547404076325,0.00897737020381623,0.0844880325320668,0.0844648633487884,0.959,0.336611725856222,1,1000,1000,21.0267444444444,19.3486522311043,0.333355555555556,20260709,1000
120,4,0.9,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.777,0.0131632442809514,0.777,0,1.16329311784234,0.00392621340304825,0.0196310670152412,0.0742675691100053,0.0743341866261695,0.949,0.29280639022529,1,1000,1000,21.0126166666667,19.316462787856,0.333758333333333,20260709,1000
150,4,0.9,7,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.878,0.0103496859855746,0.878,0,1.1167295498641,0.00741676038962671,0.0370838019481336,0.0678626310053963,0.0682329809180629,0.941,0.261738770551285,1,1000,1000,21.0132733333333,19.3903081548004,0.333006666666667,20260709,1000
20,1,0.3,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.214942528735632,0.0139268300589213,0.187,0.00531914893617021,2.4025969995444,0.0146536726107393,0.0732683630536964,0.201086454871583,0.201504378528272,0.925287356321839,0.765972006199725,0.87,870,1000,10.5142,4.43660872782604,0.4535,20260709,1000
40,1,0.3,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.390640895218718,0.0155614028806817,0.384,0.0025974025974026,1.8478130696993,0.0179837885072495,0.0899189425362477,0.155875184609818,0.156830394246482,0.916581892166836,0.540448923109275,0.983,983,1000,10.49785,4.50734958438477,0.4563,20260709,1000
60,1,0.3,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.429145728643216,0.0156911033984165,0.427,0,1.53315343300859,0.00487931975051645,0.0243965987525822,0.113517993903092,0.113565802998167,0.932663316582915,0.443400897690101,0.995,995,1000,10.50745,4.47170484741189,0.450333333333333,20260709,1000
90,1,0.3,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.575,0.0156324982008635,0.575,0,1.33877175778346,0.00473252161222429,0.0236626080611214,0.093074727670566,0.093148477104187,0.955,0.363241268093778,1,1000,1000,10.5150444444444,4.51086109049046,0.451955555555556,20260709,1000
120,1,0.3,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.725,0.0141200212464429,0.725,0,1.22989300006833,0.00817199222989182,0.0408599611494591,0.0824765578476195,0.0828393726968206,0.941,0.3157041129258,1,1000,1000,10.5005,4.50944319220776,0.45195,20260709,1000
150,1,0.3,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.811,0.012380589646701,0.811,0,1.15741418731776,0.00724109618341126,0.0362054809170563,0.0737293808490457,0.0740474108441386,0.935,0.282834076322707,1,1000,1000,10.5088133333333,4.52950014092618,0.453413333333333,20260709,1000
20,2,0.3,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.253535353535354,0.0138263099382351,0.251,0.00790513833992095,2.02139786977698,0.000669027254165094,0.00334513627082547,0.164572414944287,0.164490637124845,0.933333333333333,0.636254625560311,0.99,990,1000,21.0747,7.68529973330666,0.0458,20260709,1000
40,2,0.3,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.419419419419419,0.0156125116670525,0.419,0,1.57225613558964,0.00169479279485274,0.0084739639742637,0.122519989278312,0.122470379771717,0.933933933933934,0.454271485455152,0.999,999,1000,20.98,7.69789645080659,0.044875,20260709,1000
60,2,0.3,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.589,0.0155588881350821,0.589,0,1.3487315089071,0.0089536425806627,0.0447682129033135,0.0938020332972693,0.0941816879478892,0.948,0.373987990307767,1,1000,1000,20.9819666666667,7.73071079251881,0.0459833333333333,20260709,1000
90,2,0.3,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.719,0.014214042352547,0.719,0,1.18579652588589,-0.00112850687225283,-0.00564253436126413,0.0815836127419864,0.081550619310506,0.935,0.304477269901978,1,1000,1000,21.0277444444444,7.79592440624232,0.0469,20260709,1000
120,2,0.3,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.821,0.0121226647235664,0.821,0,1.11574260229052,0.00062880115223371,0.00314400576116855,0.0709665692416755,0.0709338641755307,0.945,0.265213413152302,1,1000,1000,20.9783333333333,7.76388197208246,0.0470416666666667,20260709,1000
150,2,0.3,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.925,0.00832916562447884,0.925,0,1.05445229452987,0.00182358114124989,0.00911790570624946,0.0590481833038648,0.0590468179643412,0.957,0.237722184741318,1,1000,1000,21.0011,7.76885342588985,0.0461066666666667,20260709,1000
20,4,0.3,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.295295295295295,0.0144327505403481,0.295,0,1.7999211218545,-0.000815348496887303,-0.00407674248443651,0.144780880577288,0.144710696522544,0.923923923923924,0.56747697901197,0.999,999,1000,42.0961,13.8856260733102,0.000699999999999998,20260709,1000
40,4,0.3,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.51,0.0158082257068907,0.51,0,1.40790508365551,0.000562921349010148,0.00281460674505074,0.106320511093389,0.106268828489475,0.935,0.401677931379192,1,1000,1000,41.99955,14.0232448065661,0.000875,20260709,1000
60,4,0.3,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.657,0.0150116954405557,0.657,0,1.24917449467461,0.00254011882540459,0.0127005941270229,0.084463020083578,0.0844589839124557,0.957,0.333175326138626,1,1000,1000,41.9145833333333,14.0202136734379,0.000900000000000001,20260709,1000
90,4,0.3,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.803,0.0125774003673255,0.803,0,1.10893437294444,-0.0024650387360115,-0.0123251936800575,0.0704194824767004,0.0704274167121304,0.942,0.272027156925905,1,1000,1000,42.0183666666667,14.1649963391785,0.000744444444444445,20260709,1000
120,4,0.3,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.9,0.00948683298050514,0.9,0,1.04099897327076,-0.00337413002508502,-0.0168706501254251,0.0600976273274617,0.0601622625821724,0.943,0.236948627504389,1,1000,1000,42.0052333333333,14.1662265489851,0.000808333333333333,20260709,1000
150,4,0.3,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.954,0.00662449998113065,0.954,0,0.996977248455747,-0.00574863178219506,-0.0287431589109753,0.0535713161567392,0.0538522311164338,0.95,0.21141017813065,1,1000,1000,42.00346,14.1532049862655,0.000673333333333333,20260709,1000
20,1,0.9,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.169988276670574,0.0128610694433861,0.145,0.0333333333333333,2.5733959588601,-0.00880164828054192,-0.0440082414027096,0.226943720165639,0.226981369150632,0.929660023446659,0.843228442270654,0.853,853,1000,10.4151,9.47261407983257,0.58035,20260709,1000
40,1,0.9,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.314141414141414,0.0147523867633273,0.311,0.0032051282051282,1.98332283233577,0.0162885815896134,0.081442907948067,0.161991931085492,0.162727370705635,0.922222222222222,0.594460570685505,0.99,990,1000,10.480625,9.80167452915513,0.5788,20260709,1000
60,1,0.9,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.399,0.0154854447788883,0.399,0,1.66426089026791,0.010387348299791,0.0519367414989552,0.131684857229997,0.132028245942912,0.92,0.488999676598514,1,1000,1000,10.4517666666667,9.80876342030462,0.580916666666667,20260709,1000
90,1,0.9,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.541541541541542,0.0157646066601581,0.541,0,1.43629202662258,0.0110036795666158,0.055018397833079,0.105464974082481,0.105984941041028,0.936936936936937,0.399919154744655,0.999,999,1000,10.5566555555556,9.9799698582267,0.580544444444444,20260709,1000
120,1,0.9,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.658,0.0150011999520038,0.658,0,1.30552932069399,0.0114114298252064,0.0570571491260319,0.0912908013155816,0.0919559520917041,0.937,0.345507295743096,1,1000,1000,10.5024416666667,9.94661948959298,0.581108333333333,20260709,1000
150,1,0.9,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.728,0.0140718158032288,0.728,0,1.22325776461737,0.00781401155812678,0.0390700577906339,0.0830442717500893,0.0833697396905058,0.934,0.309940654012546,1,1000,1000,10.4899466666667,9.89624379402359,0.580133333333333,20260709,1000
20,2,0.9,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.237060041407867,0.0136831407869924,0.229,0.00434782608695652,2.18243145848527,0.00511372936860185,0.0255686468430093,0.185332978757577,0.185307598288256,0.925465838509317,0.699099620907238,0.966,966,1000,20.953,18.4718257858662,0.32945,20260709,1000
40,2,0.9,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.367,0.0152417518678136,0.367,0,1.698120789157,0.00512433471008039,0.025621673550402,0.13567110114896,0.135700036276728,0.922,0.497128491518214,1,1000,1000,20.9289,18.9099788134034,0.3335,20260709,1000
60,2,0.9,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.516,0.0158032907965398,0.516,0,1.47251436853756,0.0116653758778739,0.0583268793893693,0.108231901764816,0.108804923645215,0.936,0.41204875703514,1,1000,1000,20.92465,19.0513979078305,0.33015,20260709,1000
90,2,0.9,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.654,0.0150427391122761,0.654,0,1.28689790335308,0.00630429980057012,0.0315214990028506,0.0914726478394243,0.0916439973671383,0.925,0.336636892839964,1,1000,1000,21.0399111111111,19.2647711410094,0.3343,20260709,1000
120,2,0.9,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.778,0.0131421459434904,0.778,0,1.19497556459935,0.0101303242659185,0.0506516213295924,0.0769749591182995,0.0776005325797786,0.94,0.292333958497441,1,1000,1000,21.0195083333333,19.3488162632853,0.334783333333333,20260709,1000
150,2,0.9,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.875,0.0104582503316759,0.875,0,1.1300729096805,0.00961423795857774,0.0480711897928887,0.067982145256949,0.0686249522636434,0.933,0.261714636191377,1,1000,1000,20.9884266666667,19.3044988005611,0.334746666666667,20260709,1000
20,4,0.9,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.287287287287287,0.0143163633689045,0.287,0.00347222222222222,1.99929634508283,0.00384321444484342,0.0192160722242171,0.169980919633165,0.16993928592627,0.912912912912913,0.613447859641517,0.999,999,1000,42.3202,37.0235551813724,0.1643,20260709,1000
40,4,0.9,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.437,0.0156853753541316,0.437,0,1.51474600240024,0.00374846555319133,0.0187423277659567,0.112346134946915,0.112352496089212,0.941,0.441735905507196,1,1000,1000,42.263975,37.7821431636045,0.166275,20260709,1000
60,4,0.9,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.576,0.0156276677722557,0.576,0,1.31786291261703,0.000575700715441579,0.0028785035772079,0.0953866899124,0.0953407227953809,0.924,0.363260013011992,1,1000,1000,41.8569,38.0726023020169,0.167333333333333,20260709,1000
90,4,0.9,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.765,0.0134080199880519,0.765,0,1.16823032182329,0.00313086497354484,0.0156543248677242,0.0763547968286335,0.0763808042588302,0.945,0.2967946479397,1,1000,1000,41.8655222222222,37.8894927779473,0.167033333333333,20260709,1000
120,4,0.9,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.868,0.0107040179372047,0.868,0,1.09253133294486,0.0023832817535489,0.0119164087677445,0.0654668115685576,0.0654774583001881,0.947,0.256991840533911,1,1000,1000,42.0559833333333,38.0630037744579,0.167425,20260709,1000
150,4,0.9,14,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.925,0.00832916562447884,0.925,0,1.03853459399084,-0.00126176412435394,-0.00630882062176971,0.059250456758351,0.0592342642239494,0.946,0.23078585451997,1,1000,1000,41.9468933333333,38.0927585194126,0.168926666666667,20260709,1000
20,1,0.3,21,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.235780765253361,0.0136505431323281,0.228,0.00436681222707424,2.15430731539962,0.00339408079966622,0.0169704039983311,0.181575799966743,0.181513624874573,0.918304033092037,0.680369572228408,0.967,967,1000,15.71665,6.10308885135665,0.15395,20260709,1000
40,1,0.3,21,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.389,0.0154168414404508,0.389,0,1.61787344575264,0.0049464418549364,0.024732209274682,0.12574109250403,0.125775509574747,0.935,0.484397382951751,1,1000,1000,15.802025,6.14194057478594,0.14775,20260709,1000
60,1,0.3,21,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.535,0.0157726028289563,0.535,0,1.4045981365967,0.00437690326239443,0.0218845163119721,0.103813864982873,0.10385421766249,0.939,0.399835003756142,1,1000,1000,15.7549833333333,6.14966424026557,0.1519,20260709,1000
90,1,0.3,21,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.672,0.0148464137083674,0.672,0,1.23633870760465,0.00278228885223478,0.0139114442611739,0.0836104478154677,0.0836149353176597,0.946,0.327442530651605,1,1000,1000,15.7521333333333,6.17314399471472,0.151177777777778,20260709,1000
120,1,0.3,21,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.791,0.0128576436410409,0.791,0,1.1582324647753,0.00394791152822527,0.0197395576411263,0.0749737956780613,0.0750402223728848,0.938,0.283619691815293,1,1000,1000,15.7658916666667,6.1540743142069,0.148575,20260709,1000
150,1,0.3,21,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.864,0.0108399261990108,0.864,0,1.08753078885692,0.00149404049400248,0.0074702024700124,0.0641778699623607,0.0641631697386475,0.949,0.253246983544513,1,1000,1000,15.7659133333333,6.16208304318224,0.149306666666667,20260709,1000
20,2,0.3,21,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.282565130260521,0.0142523097808585,0.282,0,1.8819346212459,-0.00457198943102649,-0.0228599471551325,0.155696501821957,0.15568562485442,0.923847695390782,0.587651847467522,0.998,998,1000,31.5555,10.8343563172418,0.0048,20260709,1000
40,2,0.3,21,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.462,0.0157656588825206,0.462,0,1.44753777494508,-0.00171568929920096,-0.00857844649600481,0.108935202208789,0.10889423764259,0.937,0.423822584960281,1,1000,1000,31.54935,10.9783061848875,0.004525,20260709,1000
60,2,0.3,21,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.62,0.0153492670834799,0.62,0,1.26403352895666,-0.000901780850370015,-0.00450890425185008,0.0879311017589458,0.0878917515275901,0.944,0.344775358334553,1,1000,1000,31.5275833333333,10.9511698780178,0.00523333333333333,20260709,1000
90,2,0.3,21,Inf,0.75,0,0.3,0,"poisson",10,0.2,0.3,0.2,"model_10",0.745,0.0137831418769452,0.745,0,1.12618206166323,-0.00719479645960844,-0.0359739822980422,0.0750348520021839,0.0753416477260078,0.94,0.283684544430333,1,1000,1000,31.4166333333333,10.8948964237754,0.00498888888888889,20260709,1000
