"N","lambda_bar","cv","D","cap","compliance","decay","phi","trigger_link","trigger_mode","model","beta1","beta_l2","beta_cross","grid","power","mcse_power","power_all","type_s","type_m","bias","rel_bias","emp_se","rmse","coverage","ci_width","conv_rate","R_converged","R_total","mean_n","sd_n","below_k","master_seed","R_requested"
20,1,0.3,7,Inf,0.75,0,0.3,0,"poisson",9,0.2,0.3,0.1,"model_9",0.649717514124294,0.0207025688683428,0.345,0,2.33428535734083,0.156040785955511,0.780203929777555,0.194260775295346,0.249027925009963,0.677966101694915,0.522088904318363,0.531,531,1000,5.2512,2.74302128413253,0.92355,20260709,1000
40,1,0.3,7,Inf,0.75,0,0.3,0,"poisson",9,0.2,0.3,0.1,"model_9",0.906687402799378,0.0114707930147027,0.583,0,2.18302586401819,0.20701793521652,1.0350896760826,0.161190976177178,0.26229477313082,0.438569206842924,0.35527710455841,0.643,643,1000,5.230725,2.75045939211053,0.925675,20260709,1000
60,1,0.3,7,Inf,0.75,0,0.3,0,"poisson",9,0.2,0.3,0.1,"model_9",0.989795918367347,0.00383705243079723,0.679,0,2.23935542101003,0.244493882892299,1.2224694144615,0.136234957649122,0.279839538158498,0.266763848396501,0.285707494325965,0.686,686,1000,5.2542,2.77017706632554,0.923216666666667,20260709,1000
90,1,0.3,7,Inf,0.75,0,0.3,0,"poisson",9,0.2,0.3,0.1,"model_9",0.99554234769688,0.00256788418379299,0.67,0,2.38609983029909,0.275594037733246,1.37797018866623,0.129041289435212,0.304267950308142,0.12332838038633,0.229292387809551,0.673,673,1000,5.23741111111111,2.76967402088711,0.924922222222222,20260709,1000
120,1,0.3,7,Inf,0.75,0,0.3,0,"poisson",9,0.2,0.3,0.1,"model_9",1,0,0.709,0,2.38741578471424,0.277483156942848,1.38741578471424,0.114078310058688,0.29998734636469,0.0691114245416079,0.198870211715485,0.709,709,1000,5.25544166666667,2.77747192255726,0.923716666666667,20260709,1000
150,1,0.3,7,Inf,0.75,0,0.3,0,"poisson",9,0.2,0.3,0.1,"model_9",1,0,0.723,0,2.45630584494977,0.291261168989955,1.45630584494977,0.104468967162016,0.309405459794273,0.016597510373444,0.176644737558876,0.723,723,1000,5.24775333333333,2.77681521488766,0.923906666666667,20260709,1000
20,2,0.3,7,Inf,0.75,0,0.3,0,"poisson",9,0.2,0.3,0.1,"model_9",0.620421753607103,0.0161670868179772,0.559,0,1.63961466246486,0.0490044802373764,0.245022401186882,0.132258123572338,0.140976012552799,0.835738068812431,0.394030620428633,0.901,901,1000,10.42915,4.43187077126575,0.4586,20260709,1000
40,2,0.3,7,Inf,0.75,0,0.3,0,"poisson",9,0.2,0.3,0.1,"model_9",0.890342052313883,0.00991072230947669,0.885,0,1.36718113713161,0.0549721389516667,0.274860694758334,0.0939518238751723,0.10881176886635,0.801810865191147,0.279172467935737,0.994,994,1000,10.494875,4.48974760428877,0.45225,20260709,1000
60,2,0.3,7,Inf,0.75,0,0.3,0,"poisson",9,0.2,0.3,0.1,"model_9",0.972,0.0052168956286282,0.972,0,1.31503836933221,0.0581438785432795,0.290719392716398,0.0771643624212159,0.096587240881498,0.762,0.231202001339832,1,1000,1000,10.4905,4.48626982210677,0.452983333333333,20260709,1000
90,2,0.3,7,Inf,0.75,0,0.3,0,"poisson",9,0.2,0.3,0.1,"model_9",0.995,0.00223047080231955,0.995,0,1.2793632075357,0.0550244625311634,0.275122312655817,0.0630756070363103,0.0836794189011816,0.724,0.189988776185407,1,1000,1000,10.5246111111111,4.51871589082932,0.4514,20260709,1000
120,2,0.3,7,Inf,0.75,0,0.3,0,"poisson",9,0.2,0.3,0.1,"model_9",1,0,1,0,1.29434087723129,0.0588681754462578,0.294340877231289,0.0532938395861881,0.0793905232686617,0.672,0.165188408320658,1,1000,1000,10.5016,4.49592321684615,0.45375,20260709,1000
150,2,0.3,7,Inf,0.75,0,0.3,0,"poisson",9,0.2,0.3,0.1,"model_9",1,0,1,0,1.2949728372451,0.0589945674490194,0.294972837245097,0.0482175394836308,0.0761771958740838,0.597,0.147786154339776,1,1000,1000,10.5000066666667,4.52129074574513,0.453673333333333,20260709,1000
20,4,0.3,7,Inf,0.75,0,0.3,0,"poisson",9,0.2,0.3,0.1,"model_9",0.694022289766971,0.0146680718358461,0.685,0,1.25830807844372,0.00848097818665874,0.0424048909332937,0.0880732222801151,0.0884361940244992,0.916919959473151,0.321216522988605,0.987,987,1000,21.002,7.63936517708435,0.04625,20260709,1000
40,4,0.3,7,Inf,0.75,0,0.3,0,"poisson",9,0.2,0.3,0.1,"model_9",0.918,0.00867617427210864,0.918,0,1.07887326185898,0.00564115471971322,0.0282057735985661,0.0623479561457614,0.0625715829629551,0.929,0.232089848702969,1,1000,1000,21.053475,7.75686386389806,0.04605,20260709,1000
60,4,0.3,7,Inf,0.75,0,0.3,0,"poisson",9,0.2,0.3,0.1,"model_9",0.979,0.00453420334788814,0.979,0,1.04847118525603,0.00701810086413551,0.0350905043206776,0.0528754968555638,0.0533130011281882,0.922,0.191288235486924,1,1000,1000,20.97105,7.75901624243036,0.0468333333333333,20260709,1000
90,4,0.3,7,Inf,0.75,0,0.3,0,"poisson",9,0.2,0.3,0.1,"model_9",0.999,0.000999499874937461,0.999,0,1.07413830599138,0.0146792052980154,0.0733960264900772,0.0411276915905326,0.0436494512764099,0.926,0.156239224425205,1,1000,1000,21.0303111111111,7.75686183771022,0.0452111111111111,20260709,1000
120,4,0.3,7,Inf,0.75,0,0.3,0,"poisson",9,0.2,0.3,0.1,"model_9",1,0,1,0,1.05858072350547,0.0117161447010948,0.058580723505474,0.0362777683958098,0.0381054910735609,0.923,0.135502526027236,1,1000,1000,21.0112166666667,7.76088699022308,0.0449416666666667,20260709,1000
150,4,0.3,7,Inf,0.75,0,0.3,0,"poisson",9,0.2,0.3,0.1,"model_9",1,0,1,0,1.06422211273451,0.0128444225469027,0.0642221127345136,0.0342708936546835,0.0365827670946597,0.905,0.121223646904649,1,1000,1000,20.9846933333333,7.76755212901416,0.0464133333333333,20260709,1000
