"N","lambda_bar","cv","D","cap","compliance","decay","phi","beta1","trigger_link","grid","power","mcse_power","power_all","type_s","type_m","bias","rel_bias","emp_se","rmse","coverage","ci_width","conv_rate","R_converged","R_total","mean_n","sd_n","below_k","master_seed","R_requested"
150,4,0.3,21,Inf,0.75,0,0.3,0.2,0,"primary",1,0,1,0,1.00216574530366,0.000433149060732912,0.00216574530366456,0.0268626042574891,0.0268593805931845,0.947,0.105306774518965,1,2000,2000,63.0574966666667,20.5024507541717,4.00000000000004e-05,20260709,2000
20,1,0.9,21,Inf,0.75,0,0.3,0.2,0,"primary",0.49140708915145,0.0115855330795085,0.4575,0,1.40936015100133,-0.000784864669605562,-0.00392432334802781,0.10896941513074,0.108942977072635,0.925349087003222,0.40577214214601,0.931,1862,2000,15.8712,14.3055316579004,0.42815,20260709,2000
40,1,0.9,21,Inf,0.75,0,0.3,0.2,0,"primary",0.765946760421899,0.00948901187528027,0.7625,0,1.14790275501711,0.000416485716377785,0.00208242858188892,0.0758787256981718,0.0758608111629928,0.928679055750879,0.285042262971243,0.9955,1991,2000,15.8045625,14.5476292660391,0.4273625,20260709,2000
60,1,0.9,21,Inf,0.75,0,0.3,0.2,0,"primary",0.916916916916917,0.00617480934642609,0.916,0,1.05955866729955,0.00201536889679935,0.0100768444839967,0.0589602529000514,0.0589799392863505,0.947947947947948,0.232137891061764,0.999,1998,2000,15.7689,14.549185469871,0.427491666666667,20260709,2000
90,1,0.9,21,Inf,0.75,0,0.3,0.2,0,"primary",0.9885,0.00238408787589719,0.9885,0,1.0078594459551,0.000131888015405646,0.000659440077028228,0.0489534854589921,0.048941423264583,0.9485,0.190727018235823,1,2000,2000,15.7508333333333,14.5521413476099,0.427372222222222,20260709,2000
120,1,0.9,21,Inf,0.75,0,0.3,0.2,0,"primary",0.9975,0.00111663557170635,0.9975,0,1.00331142448227,0.000332999176798077,0.00166499588399038,0.0422289099745586,0.042219664679771,0.95,0.165667329887024,1,2000,2000,15.7787583333333,14.6825765100343,0.428733333333333,20260709,2000
150,1,0.9,21,Inf,0.75,0,0.3,0.2,0,"primary",0.9995,0.000499874984371065,0.9995,0,1.00204076047767,0.000348075274871767,0.00174037637435884,0.037192192175549,0.0371845221246761,0.9485,0.148090194085721,1,2000,2000,15.7637266666667,14.6374449420642,0.42778,20260709,2000
20,2,0.9,21,Inf,0.75,0,0.3,0.2,0,"primary",0.616624685138539,0.0109129526446259,0.612,0,1.26919750115903,0.000299357655437094,0.00149678827718547,0.0918937048470975,0.091871042625206,0.915869017632242,0.338479756731175,0.9925,1985,2000,31.193825,27.5741704674845,0.225425,20260709,2000
40,2,0.9,21,Inf,0.75,0,0.3,0.2,0,"primary",0.887,0.00707923018413725,0.887,0,1.07393076851042,0.00132301898967013,0.00661509494835066,0.0622970361290355,0.062295510507212,0.941,0.241554246083907,1,2000,2000,31.4581625,28.2411806042365,0.223825,20260709,2000
60,2,0.9,21,Inf,0.75,0,0.3,0.2,0,"primary",0.9755,0.00345685912353975,0.9755,0,1.01128404846535,-0.00063781040147709,-0.00318905200738545,0.0507003312846087,0.0506916672904051,0.9425,0.199194782351237,1,2000,2000,31.483275,28.5384551167813,0.225608333333333,20260709,2000
90,2,0.9,21,Inf,0.75,0,0.3,0.2,0,"primary",0.996,0.00141138230115019,0.996,0,0.997446345355245,-0.00100516689930705,-0.00502583449653524,0.0426456357307812,0.0426468203064953,0.939,0.162803454740392,1,2000,2000,31.4029944444444,28.5875042382253,0.226633333333333,20260709,2000
120,2,0.9,21,Inf,0.75,0,0.3,0.2,0,"primary",0.9995,0.000499874984371065,0.9995,0,1.00045948440941,2.55836164272105e-05,0.000127918082136053,0.036184064237589,0.0361750261370883,0.946,0.14134081691109,1,2000,2000,31.4197583333333,28.6379006001112,0.226291666666667,20260709,2000
150,2,0.9,21,Inf,0.75,0,0.3,0.2,0,"primary",1,0,1,0,0.999049581545961,-0.000190083690807835,-0.000950418454039176,0.0316458843364981,0.0316385428907655,0.948,0.126034033870301,1,2000,2000,31.56091,28.747269014,0.223553333333333,20260709,2000
20,4,0.9,21,Inf,0.75,0,0.3,0.2,0,"primary",0.713713713713714,0.0101126400991591,0.713,0,1.18041052264671,-0.000448893544955115,-0.00224446772477557,0.0798386417038087,0.0798199218232808,0.928428428428428,0.306355271501009,0.999,1998,2000,62.947125,55.2199165103731,0.107,20260709,2000
40,4,0.9,21,Inf,0.75,0,0.3,0.2,0,"primary",0.941,0.00526872849936301,0.941,0,1.03229556827896,-0.000616821946101437,-0.00308410973050718,0.0565600731730666,0.056549295536878,0.941,0.218208773602013,1,2000,2000,63.078175,56.1646295541188,0.1060375,20260709,2000
60,4,0.9,21,Inf,0.75,0,0.3,0.2,0,"primary",0.9895,0.00227922684259377,0.9895,0,1.00592755531452,-6.84028174465501e-05,-0.00034201408723275,0.0465766515590498,0.046565056181254,0.9395,0.178075959918101,1,2000,2000,63.2315,56.6264490183109,0.106791666666667,20260709,2000
90,4,0.9,21,Inf,0.75,0,0.3,0.2,0,"primary",0.9995,0.000499874984371065,0.9995,0,0.997490489002409,-0.000564345825023849,-0.00282172912511924,0.0386580639146826,0.0386525182735756,0.9445,0.146137124679348,1,2000,2000,62.8596111111111,56.5175080556294,0.107011111111111,20260709,2000
120,4,0.9,21,Inf,0.75,0,0.3,0.2,0,"primary",1,0,1,0,0.998170746683829,-0.000365850663234107,-0.00182925331617054,0.0318529929010328,0.0318471301200385,0.9465,0.126664729299941,1,2000,2000,63.1173208333333,57.1042566694087,0.106595833333333,20260709,2000
150,4,0.9,21,Inf,0.75,0,0.3,0.2,0,"primary",1,0,1,0,1.00029434191959,5.8868383918137e-05,0.000294341919590685,0.028233866753989,0.0282268687911482,0.954,0.113436062158749,1,2000,2000,62.85732,56.8065171356647,0.107843333333333,20260709,2000
20,1,0.3,28,Inf,0.75,0,0.3,0.2,0,"primary",0.663461538461538,0.0106299631285944,0.6555,0,1.24652588740965,0.00291335846517626,0.0145667923258813,0.0877754378569561,0.0878015722874766,0.930161943319838,0.338416525025187,0.988,1976,2000,21.03855,7.63718977834312,0.0459,20260709,2000
40,1,0.3,28,Inf,0.75,0,0.3,0.2,0,"primary",0.8925,0.00692617318582203,0.8925,0,1.05077495771915,-0.00223683357540605,-0.0111841678770302,0.0620251541107237,0.0620499766884071,0.9455,0.240734426371783,1,2000,2000,21.00335,7.73671825109629,0.0468625,20260709,2000
60,1,0.3,28,Inf,0.75,0,0.3,0.2,0,"primary",0.979,0.00320616593457045,0.979,0,1.01679242038716,0.000857682439435098,0.00428841219717549,0.0509189618058253,0.0509134551981528,0.9435,0.196611412362945,1,2000,2000,20.9744666666667,7.72935219950971,0.046925,20260709,2000
90,1,0.3,28,Inf,0.75,0,0.3,0.2,0,"primary",0.9965,0.00132055859392909,0.9965,0,0.996094033904275,-0.00121270017991146,-0.00606350089955729,0.042499744781803,0.042506421092483,0.938,0.160892362607118,1,2000,2000,21.0045,7.78374553450183,0.0465,20260709,2000
120,1,0.3,28,Inf,0.75,0,0.3,0.2,0,"primary",1,0,1,0,1.00464534527449,0.000929069054898535,0.00464534527449267,0.0358630305760717,0.0358660989365721,0.9465,0.138989966092436,1,2000,2000,21.015175,7.77768567971345,0.04595,20260709,2000
150,1,0.3,28,Inf,0.75,0,0.3,0.2,0,"primary",1,0,1,0,1.00214552032897,0.000429104065793606,0.00214552032896803,0.0323028068627662,0.032297580804866,0.947,0.124887750123992,1,2000,2000,21.0106266666667,7.78342930828654,0.04586,20260709,2000
20,2,0.3,28,Inf,0.75,0,0.3,0.2,0,"primary",0.726863431715858,0.00996574883036529,0.7265,0,1.1647089296629,-0.00168959725315718,-0.00844798626578588,0.0781608832378464,0.078159595172435,0.933466733366683,0.300796970140454,0.9995,1999,2000,41.940475,13.8956403746012,0.000800000000000001,20260709,2000
40,2,0.3,28,Inf,0.75,0,0.3,0.2,0,"primary",0.9505,0.0048502448391808,0.9505,0,1.02178774875351,-0.00125918873129022,-0.00629594365645109,0.0543950816969228,0.0543960573628227,0.948,0.212483315925313,1,2000,2000,42.004525,14.0625000933517,0.000599999999999998,20260709,2000
60,2,0.3,28,Inf,0.75,0,0.3,0.2,0,"primary",0.994,0.0017268468374468,0.994,0,0.998740002285715,-0.000942085917797569,-0.00471042958898785,0.0449826648574355,0.0449812843689911,0.949,0.173794607223422,1,2000,2000,41.93605,14.0895692619337,0.000908333333333329,20260709,2000
90,2,0.3,28,Inf,0.75,0,0.3,0.2,0,"primary",1,0,1,0,0.996052011576369,-0.000789597684726195,-0.00394798842363098,0.035980453839062,0.0359801226573696,0.948,0.141907225455992,1,2000,2000,42.0016944444444,14.0848373358284,0.000716666666666667,20260709,2000
120,2,0.3,28,Inf,0.75,0,0.3,0.2,0,"primary",1,0,1,0,0.997015508587655,-0.000596898282468977,-0.00298449141234489,0.0311039135011921,0.031101864830452,0.952,0.123002957987519,1,2000,2000,42.0206916666667,14.1407178824001,0.000729166666666664,20260709,2000
150,2,0.3,28,Inf,0.75,0,0.3,0.2,0,"primary",1,0,1,0,0.99652530382584,-0.00069493923483191,-0.00347469617415955,0.0280411107340027,0.0280427117053809,0.9495,0.110056204007329,1,2000,2000,41.9924533333333,14.1314350858906,0.00081,20260709,2000
20,4,0.3,28,Inf,0.75,0,0.3,0.2,0,"primary",0.7865,0.00916290756255895,0.7865,0,1.12322040087828,-0.000759332487011655,-0.00379666243505827,0.0728896657117819,0.0728753970947489,0.935,0.278494607308788,1,2000,2000,83.922725,26.5439290678519,0,20260709,2000
40,4,0.3,28,Inf,0.75,0,0.3,0.2,0,"primary",0.972,0.00368890227574546,0.972,0,1.0172387772381,0.000181906426649864,0.000909532133249319,0.0513870220693381,0.0513744957550351,0.942,0.19857727182666,1,2000,2000,83.9160125,26.6070075935789,0,20260709,2000
60,4,0.3,28,Inf,0.75,0,0.3,0.2,0,"primary",0.9975,0.00111663557170635,0.9975,0,0.998810533537349,-0.000571703259030887,-0.00285851629515443,0.0419750388058981,0.04196843784836,0.944,0.162480054519172,1,2000,2000,84.0127666666667,26.6752815251788,0,20260709,2000
90,4,0.3,28,Inf,0.75,0,0.3,0.2,0,"primary",1,0,1,0,0.992865912021161,-0.00142681759576785,-0.00713408797883924,0.0331839818709238,0.0332063529002356,0.9515,0.132753484933157,1,2000,2000,84.0357055555556,26.7868463396558,0,20260709,2000
120,4,0.3,28,Inf,0.75,0,0.3,0.2,0,"primary",1,0,1,0,0.998637201395258,-0.000272559720948418,-0.00136279860474209,0.0300316114872514,0.0300253397729057,0.945,0.115277141689824,1,2000,2000,83.9749375,26.7747859075972,4.16666666666656e-06,20260709,2000
150,4,0.3,28,Inf,0.75,0,0.3,0.2,0,"primary",1,0,1,0,0.999437797016996,-0.000112440596600871,-0.000562202983004356,0.0264425470916837,0.0264361747504311,0.944,0.102739494599895,1,2000,2000,84.02054,26.7914333295211,3.33333333333328e-06,20260709,2000
20,1,0.9,28,Inf,0.75,0,0.3,0.2,0,"primary",0.552740434332989,0.0113060838420753,0.5345,0,1.32251334846045,-8.43259709634725e-06,-4.21629854817362e-05,0.0980263009647779,0.0980009551601263,0.930196483971044,0.371593115887252,0.967,1934,2000,21.0815,18.8431230578695,0.33375,20260709,2000
40,1,0.9,28,Inf,0.75,0,0.3,0.2,0,"primary",0.8345,0.00830992629329527,0.8345,0,1.09584633571798,-0.000454746041694737,-0.00227373020847368,0.0683701232248251,0.0683545412307428,0.9405,0.263940224562123,1,2000,2000,20.9661375,19.0559660140644,0.3328875,20260709,2000
60,1,0.9,28,Inf,0.75,0,0.3,0.2,0,"primary",0.942942942942943,0.00518919091486074,0.942,0,1.02409648283691,-0.00195322792572347,-0.00976613962861736,0.0564963993743691,0.056516021821319,0.942442442442442,0.216333740794004,0.999,1998,2000,21.0196833333333,19.263953063712,0.334866666666667,20260709,2000
90,1,0.9,28,Inf,0.75,0,0.3,0.2,0,"primary",0.9935,0.00179690706493129,0.9935,0,1.00583551314087,0.000345204971002266,0.00172602485501133,0.0454480485141352,0.0454379964089342,0.9425,0.177367379237661,1,2000,2000,21.0753444444444,19.3249018223435,0.331261111111111,20260709,2000
120,1,0.9,28,Inf,0.75,0,0.3,0.2,0,"primary",0.997,0.00122290637417588,0.997,0,1.00026499670988,-0.000306592656242971,-0.00153296328121486,0.0398430573312094,0.0398342752155245,0.9465,0.153375697987368,1,2000,2000,21.1047375,19.3815110628411,0.332204166666667,20260709,2000
150,1,0.9,28,Inf,0.75,0,0.3,0.2,0,"primary",1,0,1,0,1.0003890865693,7.7817313859585e-05,0.000389086569297925,0.0355336249975823,0.0355248257103453,0.948,0.137709962881533,1,2000,2000,21.0087033333333,19.3274060214973,0.332546666666667,20260709,2000
20,2,0.9,28,Inf,0.75,0,0.3,0.2,0,"primary",0.65295887662989,0.0106603339153905,0.651,0,1.19673717043651,-0.00448904366513875,-0.0224452183256937,0.0835814050236429,0.0836809377505598,0.933801404212638,0.322915783042506,0.997,1994,2000,41.955425,36.5372476174825,0.1656,20260709,2000
40,2,0.9,28,Inf,0.75,0,0.3,0.2,0,"primary",0.9165,0.00618578006398546,0.9165,0,1.04508642591626,-0.00073591509305912,-0.0036795754652956,0.0594860497748618,0.0594757294514545,0.9415,0.229902561934355,1,2000,2000,42.1628125,37.6910750803922,0.1666625,20260709,2000
60,2,0.9,28,Inf,0.75,0,0.3,0.2,0,"primary",0.976,0.00342227994179319,0.976,0,1.01337482812651,-0.000224312332258975,-0.00112156166129487,0.0502510397432132,0.0502389761818328,0.939,0.189390255086826,1,2000,2000,41.9569333333333,37.8021595327323,0.1671,20260709,2000
90,2,0.9,28,Inf,0.75,0,0.3,0.2,0,"primary",0.9995,0.000499874984371065,0.9995,0,0.996313397285865,-0.0008045932120824,-0.004022966060412,0.039112120346984,0.0391106181144567,0.951,0.154399877579929,1,2000,2000,42.0230444444444,38.0350205917443,0.166527777777778,20260709,2000
120,2,0.9,28,Inf,0.75,0,0.3,0.2,0,"primary",1,0,1,0,1.00061663921882,0.00012332784376351,0.00061663921881755,0.0353908902867245,0.0353822563933729,0.937,0.134074024230118,1,2000,2000,41.8746375,37.9866223731661,0.1677625,20260709,2000
150,2,0.9,28,Inf,0.75,0,0.3,0.2,0,"primary",1,0,1,0,0.996800882697644,-0.000639823460471256,-0.00319911730235628,0.0306555706124971,0.0306545836969543,0.947,0.119799302586262,1,2000,2000,41.9377533333333,38.1121138246873,0.16754,20260709,2000
20,4,0.9,28,Inf,0.75,0,0.3,0.2,0,"primary",0.725,0.00998436277385793,0.725,0,1.152129982209,-0.00243339936648809,-0.0121669968324405,0.076161807503995,0.0761816384983368,0.936,0.295913336841321,1,2000,2000,83.9679,73.7051530555866,0.078225,20260709,2000
40,4,0.9,28,Inf,0.75,0,0.3,0.2,0,"primary",0.956,0.00458606585212206,0.956,0,1.02830049998458,0.000490315372306899,0.00245157686153449,0.0552483882174733,0.0552367506067532,0.9405,0.211294633622345,1,2000,2000,83.7822875,74.3324904281109,0.0785,20260709,2000
60,4,0.9,28,Inf,0.75,0,0.3,0.2,0,"primary",0.9925,0.00192921616207204,0.9925,0,1.00416598769839,-6.09301437184684e-05,-0.000304650718592342,0.0453749762900387,0.0453636720467747,0.9385,0.172306634129197,1,2000,2000,83.973225,75.1611704766626,0.0773416666666667,20260709,2000
90,4,0.9,28,Inf,0.75,0,0.3,0.2,0,"primary",1,0,1,0,1.00029676139008,5.93522780153455e-05,0.000296761390076727,0.0365469180070811,0.0365378283413411,0.9445,0.141423945651437,1,2000,2000,83.9508611111111,75.5517583418727,0.0771111111111111,20260709,2000
120,4,0.9,28,Inf,0.75,0,0.3,0.2,0,"primary",1,0,1,0,1.00662388008302,0.00132477601660452,0.00662388008302262,0.0314626322280278,0.0314826509302655,0.945,0.122607084433948,1,2000,2000,83.9659958333333,75.6465756432204,0.0782125,20260709,2000
150,4,0.9,28,Inf,0.75,0,0.3,0.2,0,"primary",1,0,1,0,0.997613776688518,-0.000477244662296455,-0.00238622331148228,0.028099896331888,0.0280969239284946,0.9445,0.109581770599864,1,2000,2000,84.0619466666667,75.7399846493639,0.0772266666666667,20260709,2000
