"N","lambda_bar","cv","D","beta1","cap","compliance","decay","phi","trigger_link","grid","power","mcse_power","power_all","type_s","type_m","bias","rel_bias","emp_se","rmse","coverage","ci_width","conv_rate","R_converged","R_total","mean_n","sd_n","below_k","master_seed","R_requested"
60,1,0.6,14,0.15,Inf,0.75,0,0.3,0,"subceiling",0.631102164066432,0.0108244030480811,0.627,0,1.249501542188,-0.00142147638740869,-0.00947650924939129,0.0662045498413899,0.0662031506465196,0.939104177151485,0.253209473439151,0.9935,1987,2000,10.465975,7.00216217879237,0.5253,20260722,2000
90,1,0.6,14,0.15,Inf,0.75,0,0.3,0,"subceiling",0.812906453226613,0.0087225464844366,0.8125,0,1.12772694834522,0.001582361504288,0.0105490766952534,0.0536382657864561,0.0536481889079657,0.940970485242621,0.206252742240704,0.9995,1999,2000,10.5074611111111,7.03230879365507,0.522705555555556,20260722,2000
20,2,0.6,14,0.15,Inf,0.75,0,0.3,0,"subceiling",0.392126789366053,0.0110391423497368,0.3835,0,1.55093543659729,-0.000475112697584018,-0.00316741798389345,0.0903186448690882,0.090296804282946,0.939161554192229,0.354663648333324,0.978,1956,2000,20.9331,13.0522169864039,0.195125,20260722,2000
40,2,0.6,14,0.15,Inf,0.75,0,0.3,0,"subceiling",0.632816408204102,0.0107813737466899,0.6325,0,1.24381128232976,-0.00130804272687945,-0.00872028484586303,0.0653879848720626,0.0653847128745684,0.932966483241621,0.24947769914832,0.9995,1999,2000,21.0169875,13.2239547144124,0.1918875,20260722,2000
60,2,0.6,14,0.15,Inf,0.75,0,0.3,0,"subceiling",0.8115,0.00874550598879219,0.8115,0,1.10786082438852,-0.000793634203551913,-0.00529089469034609,0.0516023618644668,0.0515955637954023,0.9455,0.204626164456096,1,2000,2000,21.0501,13.3029667388135,0.1935,20260722,2000
90,2,0.6,14,0.15,Inf,0.75,0,0.3,0,"subceiling",0.93,0.00570526073023836,0.93,0,1.04284088398049,0.000213544888514466,0.00142363259009644,0.0433623580322788,0.0433520420337022,0.948,0.167610645566604,1,2000,2000,20.9366722222222,13.3143332239354,0.195377777777778,20260722,2000
20,1,0.9,14,0.15,Inf,0.75,0,0.3,0,"subceiling",0.253453453453453,0.0106603247021063,0.211,0.00236406619385343,1.96325651921929,-0.0019268082298721,-0.0128453881991473,0.124900890795075,0.124878243110384,0.93033033033033,0.474869006781116,0.8325,1665,2000,10.471925,9.61010250933938,0.58215,20260722,2000
40,1,0.9,14,0.15,Inf,0.75,0,0.3,0,"subceiling",0.449275362318841,0.0113167049597039,0.434,0,1.46308863454331,-0.000779863581384044,-0.00519909054256029,0.08393659910664,0.0839184973287886,0.93944099378882,0.32438382717293,0.966,1932,2000,10.4890125,9.77069879269698,0.5826875,20260722,2000
60,1,0.9,14,0.15,Inf,0.75,0,0.3,0,"subceiling",0.591712986356746,0.0110488082518669,0.5855,0.000853242320819113,1.28129970881051,-0.0017921791009613,-0.0119478606730753,0.0692904487779097,0.0692961192350072,0.935826174835776,0.26466153825808,0.9895,1979,2000,10.5393083333333,9.8698402959981,0.578875,20260722,2000
90,1,0.9,14,0.15,Inf,0.75,0,0.3,0,"subceiling",0.768384192096048,0.00943554330471772,0.768,0,1.14418506069006,-0.00035586936920648,-0.00237246246137653,0.056330082062609,0.056317115120088,0.941970985492746,0.217105588324491,0.9995,1999,2000,10.4626277777778,9.86269228068296,0.580544444444444,20260722,2000
20,2,0.9,14,0.15,Inf,0.75,0,0.3,0,"subceiling",0.342621259029928,0.0107804799107281,0.332,0,1.63352313432409,-0.00035119825868371,-0.00234132172455807,0.0952187568223181,0.0951948352423572,0.939112487100103,0.375207307312151,0.969,1938,2000,21.139625,18.8089431077688,0.329225,20260722,2000
40,2,0.9,14,0.15,Inf,0.75,0,0.3,0,"subceiling",0.590180360721443,0.0110080017931062,0.589,0,1.27044151893026,-0.00270129077651649,-0.0180086051767766,0.0682836192320924,0.0683199358091641,0.947895791583166,0.26457307773169,0.998,1996,2000,21.1232,19.2051887453526,0.330925,20260722,2000
60,2,0.9,14,0.15,Inf,0.75,0,0.3,0,"subceiling",0.794897448724362,0.0090309759512052,0.7945,0,1.13099435419118,0.00127514392456704,0.0085009594971136,0.0541639936544943,0.0541654557603525,0.942471235617809,0.216210853785228,0.9995,1999,2000,21.0729833333333,19.3210476250294,0.331366666666667,20260722,2000
90,2,0.9,14,0.15,Inf,0.75,0,0.3,0,"subceiling",0.9085,0.00644700511865781,0.9085,0,1.05760516592556,0.000625354462146677,0.00416902974764451,0.0451421653292707,0.0451352107702316,0.945,0.17699078810322,1,2000,2000,21.0576,19.3457891259627,0.331883333333333,20260722,2000
